id_plot	plot_type	camera_number	card_number	tree_species_c	tree_species_s	tree_number	id_tree	platform	effort_days	IMG_number	Hour_h_mi	Date_m_d	year	animal_species	class	order	family	correct_time	full_date	id_occasion	Height	DBH	Max_tree_height	Basal_area_m2	Crown_radius95	Number_live_branches	Mass_branches	NDIV	Species_type_NDIV
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1010"	"11:23"	"08-11"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-08-11	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1020"	"14:27"	"08-25"	2023	"Columba palumbus"	"Aves"	"Columbiformes"	"Columbidae"	"TRUE"	2023-08-25	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1020"	"14:28"	"08-25"	2023	"Columba palumbus"	"Aves"	"Columbiformes"	"Columbidae"	"TRUE"	2023-08-25	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1025"	"19:34"	"09-01"	2023	"Garrulus glandarius"	"Aves"	"Passeriformes"	"Corvidae"	"TRUE"	2023-09-01	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1026"	"09:37"	"09-07"	2023	"bird impid"	"NA"	"NA"	"NA"	"TRUE"	2023-09-07	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1027"	"09:37"	"09-07"	2023	"Parusmajor 2individuals"	"NA"	"NA"	"NA"	"TRUE"	2023-09-07	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1028"	"11:52"	"09-15"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-15	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1061"	"11:02"	"09-22"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-22	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1065"	"09:43"	"09-23"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-23	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1066"	"13:04"	"09-25"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-25	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1067"	"13:07"	"09-25"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-25	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1070"	"08:31"	"09-27"	2023	"bird impid"	"NA"	"NA"	"NA"	"TRUE"	2023-09-27	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1072"	"14:49"	"09-28"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-28	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1072"	"15:52"	"09-28"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-28	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1080"	"12:09"	"09-30"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-30	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1081"	"12:10"	"09-30"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-30	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1082"	"14:02"	"10-01"	2023	"Regulus regulus"	"Aves"	"Passeriformes"	"Regulidae"	"TRUE"	2023-10-01	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1083"	"10:54"	"10-02"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-10-02	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1083"	"13:34"	"10-02"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-10-02	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1085"	"08:36"	"10-03"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-10-03	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1120"	"14:01"	"10-10"	2023	"Regulus regulus"	"Aves"	"Passeriformes"	"Regulidae"	"TRUE"	2023-10-10	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1121"	"15:42"	"10-10"	2023	"Garrulus glandarius"	"Aves"	"Passeriformes"	"Corvidae"	"TRUE"	2023-10-10	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"074"	"074"	"Dougl"	"Pseudotsuga menziesii"	"007"	"31_007"	"N"	181	"IMG1297"	"14:29"	"10-21"	2023	"End end"	"NA"	"NA"	"NA"	"TRUE"	2023-10-21	"31_007_2023"	21.3	52.8	34.4319036261088	0.218956441584594	5.48934926567536	125.29562957683	163.804814374105	0	0
31	1	"037"	"037"	"Dougl"	"Pseudotsuga menziesii"	"030"	"31_030"	"N"	027	"IMG0001"	"13:54"	"07-12"	2023	"Start start"	"NA"	"NA"	"NA"	"TRUE"	2023-07-12	"31_030_2023"	25.6	41.5	31.7492655914878	0.135265198691126	4.57985160051748	76.8950917401977	95.0820763717335	0	0
31	1	"037"	"037"	"Dougl"	"Pseudotsuga menziesii"	"030"	"31_030"	"N"	027	"IMG0524"	"16:16"	"08-07"	2023	"end end"	"NA"	"NA"	"NA"	"TRUE"	2023-08-07	"31_030_2023"	25.6	41.5	31.7492655914878	0.135265198691126	4.57985160051748	76.8950917401977	95.0820763717335	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0001"	"10:38"	"04-24"	2023	"Start start"	"NA"	"NA"	"NA"	"TRUE"	2023-04-24	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0007"	"08:42"	"04-29"	2023	"Turdus merula"	"Aves"	"Passeriformes"	"Turdidae"	"TRUE"	2023-04-29	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0007"	"08:42"	"04-29"	2023	"Turdus merula"	"Aves"	"Passeriformes"	"Turdidae"	"TRUE"	2023-04-29	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0007"	"08:43"	"04-29"	2023	"Turdus merula"	"Aves"	"Passeriformes"	"Turdidae"	"TRUE"	2023-04-29	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0026"	"13:24"	"05-06"	2023	"Regulus regulus"	"Aves"	"Passeriformes"	"Regulidae"	"TRUE"	2023-05-06	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0070"	"10:48"	"05-23"	2023	"Fringilla coelebs"	"Aves"	"Passeriformes"	"Fringillidae"	"TRUE"	2023-05-23	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0070"	"14:29"	"05-23"	2023	"Fringilla coelebs"	"Aves"	"Passeriformes"	"Fringillidae"	"TRUE"	2023-05-23	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0158"	"12:30"	"07-11"	2023	"Regulus regulus"	"Aves"	"Passeriformes"	"Regulidae"	"TRUE"	2023-07-11	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0162"	"13:36"	"07-11"	2023	"Periparus ater"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-07-11	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0310"	"10:09"	"09-03"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-03	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0310"	"12:53"	"09-15"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-15	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0310"	"09:10"	"09-24"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-24	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0310"	"16:10"	"09-25"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-09-25	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0310"	"09:39"	"10-09"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-10-09	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0328"	"18:19"	"10-10"	2023	"Garrulus glandarius"	"Aves"	"Passeriformes"	"Corvidae"	"TRUE"	2023-10-10	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0329"	"13:07"	"10-11"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-10-11	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0329"	"15:32"	"10-17"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-10-17	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0347"	"15:11"	"10-25"	2023	"Cyanistes caeruleus"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-10-25	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"008"	"008"	"Dougl"	"Pseudotsuga menziesii"	"042"	"31_042"	"N"	192	"IMG0358"	"17:48"	"11-01"	2023	"End end"	"NA"	"NA"	"NA"	"TRUE"	2023-11-01	"31_042_2023"	23.6	50.9	34.0497809115201	0.203481741571174	5.340092052392	116.323521176342	150.791505097987	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0001"	"09:31"	"04-24"	2023	"Start start"	"NA"	"NA"	"NA"	"TRUE"	2023-04-24	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0005"	"07:46"	"04-26"	2023	"Sciurus vulgaris"	"Mammalia"	"Rodentia"	"Sciuridae"	"TRUE"	2023-04-26	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0017"	"09:44"	"04-28"	2023	"Troglodytes troglodytes"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-04-28	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0018"	"10:33"	"05-01"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-05-01	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0019"	"11:39"	"05-02"	2023	"Certhia familiaris"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-05-02	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0020"	"19:55"	"05-04"	2023	"Troglodytes troglodytes"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-05-04	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0024"	"17:06"	"05-16"	2023	"Sciurus vulgaris"	"Mammalia"	"Rodentia"	"Sciuridae"	"TRUE"	2023-05-16	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0034"	"10:57"	"05-18"	2023	"Troglodytes troglodytes"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-05-18	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0035"	"12:41"	"05-19"	2023	"Certhia familiaris"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-05-19	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0035"	"12:42"	"05-19"	2023	"Certhia familiaris"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-05-19	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0037"	"09:42"	"05-20"	2023	"Certhia familiaris"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-05-20	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0045"	"10:53"	"05-30"	2023	"Certhia familiaris"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-05-30	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0046"	"11:28"	"05-31"	2023	"Troglodytes troglodytes"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-05-31	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0046"	"12:30"	"06-03"	2023	"Troglodytes troglodytes"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-06-03	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0046"	"18:08"	"06-14"	2023	"Troglodytes troglodytes"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-06-14	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0046"	"18:08"	"06-14"	2023	"Troglodytes troglodytes"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-06-14	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0050"	"12:55"	"06-16"	2023	"Certhia familiaris"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-06-16	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0051"	"15:26"	"06-19"	2023	"Erithacus rubecula"	"Aves"	"Passeriformes"	"Turdidae"	"TRUE"	2023-06-19	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0053"	"13:25"	"06-21"	2023	"Troglodytes troglodytes"	"Aves"	"Passeriformes"	"Certhiidae"	"TRUE"	2023-06-21	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0057"	"16:42"	"06-25"	2023	"probablyTurdus philomelosneedsconfir"	"NA"	"NA"	"NA"	"TRUE"	2023-06-25	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0058"	"17:15"	"06-26"	2023	"Parus major"	"Aves"	"Passeriformes"	"Paridae"	"TRUE"	2023-06-26	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0063"	"02:35"	"07-29"	2023	"Apodemus flavicollis"	"Mammalia"	"Rodentia"	"Muridae"	"TRUE"	2023-07-29	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
31	1	"048"	"048"	"Dougl"	"Pseudotsuga menziesii"	"056"	"31_056"	"Y"	110	"IMG0063"	"02:44"	"08-01"	2023	"Apodemus flavicollis"	"Mammalia"	"Rodentia"	"Muridae"	"TRUE"	2023-08-01	"31_056_2023"	2.5	53	34.4707954532151	0.220618344098343	5.50498242366	126.259715431204	165.209618283782	0	0
